,CU.SHF,ZN.SHF,AL.SHF,PB.SHF,NI.SHF,SN.SHF,RB.SHF,WR.SHF,HC.SHF,SS.SHF,BU.SHF,AU.SHF,AG.SHF,FU.SHF,RU.SHF,SP.SHF,C.DCE,CS.DCE,M.DCE,A.DCE,B.DCE,Y.DCE,P.DCE,FB.DCE,BB.DCE,JD.DCE,RR.DCE,L.DCE,V.DCE,PP.DCE,J.DCE,JM.DCE,I.DCE,EG.DCE,EB.DCE,PG.DCE,SC.INE,LU.INE,NR.INE,SR.CZC,CF.CZC,CY.CZC,ZC.CZC,FG.CZC,TA.CZC,MA.CZC,UR.CZC,SA.CZC,WH.CZC,PM.CZC,RI.CZC,LR.CZC,JR.CZC,RS.CZC,OI.CZC,RM.CZC,SF.CZC,SM.CZC,AP.CZC,CJ.CZC
2018-09-13,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-14,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-17,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-18,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-19,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-20,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-21,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-25,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-26,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-27,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-28,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-08,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-09,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-10,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1811.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-11,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-12,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-15,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-16,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-17,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-18,CU1811.SHF,ZN1811.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-19,CU1811.SHF,ZN1812.SHF,AL1812.SHF,PB1811.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-22,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-23,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-24,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-25,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-26,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-29,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-30,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-10-31,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-11-01,CU1812.SHF,ZN1812.SHF,AL1812.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-11-02,CU1901.SHF,ZN1901.SHF,AL1901.SHF,PB1812.SHF,NI1901.SHF,SN1901.SHF,RB1901.SHF,WR1905.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1906.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1901.DCE,BB1903.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY901.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
