,CU.SHF,ZN.SHF,AL.SHF,PB.SHF,NI.SHF,SN.SHF,RB.SHF,WR.SHF,HC.SHF,SS.SHF,BU.SHF,AU.SHF,AG.SHF,FU.SHF,RU.SHF,SP.SHF,C.DCE,CS.DCE,M.DCE,A.DCE,B.DCE,Y.DCE,P.DCE,FB.DCE,BB.DCE,JD.DCE,RR.DCE,L.DCE,V.DCE,PP.DCE,J.DCE,JM.DCE,I.DCE,EG.DCE,EB.DCE,PG.DCE,SC.INE,LU.INE,NR.INE,SR.CZC,CF.CZC,CY.CZC,ZC.CZC,FG.CZC,TA.CZC,MA.CZC,UR.CZC,SA.CZC,WH.CZC,PM.CZC,RI.CZC,LR.CZC,JR.CZC,RS.CZC,OI.CZC,RM.CZC,SF.CZC,SM.CZC,AP.CZC,CJ.CZC
2021-01-15,CU2103.SHF,ZN2102.SHF,AL2102.SHF,PB2102.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2102.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-18,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-19,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-20,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-21,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-22,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2102.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-25,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2102.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-26,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2102.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-27,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-28,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2103.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM105.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-01-29,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2103.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-01,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2102.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-02,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2104.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-03,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2103.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-04,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-05,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2103.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2103.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-08,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-09,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2103.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-10,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-18,CU2103.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2102.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-19,CU2104.SHF,ZN2103.SHF,AL2103.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-22,CU2104.SHF,ZN2103.SHF,AL2104.SHF,PB2103.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2103.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-23,CU2104.SHF,ZN2103.SHF,AL2104.SHF,PB2104.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2104.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2103.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-24,CU2104.SHF,ZN2104.SHF,AL2104.SHF,PB2104.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2104.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2104.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-25,CU2104.SHF,ZN2104.SHF,AL2104.SHF,PB2104.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2104.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2104.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
2021-02-26,CU2104.SHF,ZN2104.SHF,AL2104.SHF,PB2104.SHF,NI2104.SHF,SN2104.SHF,RB2105.SHF,WR2105.SHF,HC2105.SHF,SS2104.SHF,BU2106.SHF,AU2106.SHF,AG2106.SHF,FU2105.SHF,RU2105.SHF,SP2105.SHF,C2105.DCE,CS2105.DCE,M2105.DCE,A2105.DCE,B2104.DCE,Y2105.DCE,P2105.DCE,FB2103.DCE,BB2103.DCE,JD2105.DCE,RR2104.DCE,L2105.DCE,V2105.DCE,PP2105.DCE,J2105.DCE,JM2105.DCE,I2105.DCE,EG2105.DCE,EB2103.DCE,PG2104.DCE,SC2104.INE,LU2105.INE,NR2104.INE,SR105.CZC,CF105.CZC,CY105.CZC,ZC105.CZC,FG105.CZC,TA105.CZC,MA105.CZC,UR105.CZC,SA105.CZC,WH109.CZC,PM107.CZC,RI103.CZC,LR103.CZC,JR105.CZC,RS107.CZC,OI105.CZC,RM105.CZC,SF105.CZC,SM105.CZC,AP105.CZC,CJ105.CZC
